Year,Economy,Economy Label,Flow,Flow Label,US$ at current prices in millions,US$ at current prices in millions Footnote,US$ at current prices in millions Missing value,Percentage of total world,Percentage of total world Footnote,Percentage of total world Missing value
1991,276,"Germany",02,"Exports",402843,,,11.453059,,
1991,276,"Germany",01,"Imports",389908,,,10.699222,,
1991,288,"Ghana",02,"Exports",617,,,0.017542,,
1991,288,"Ghana",01,"Imports",1055.76,,,0.02897,,
1991,292,"Gibraltar",02,"Exports",22.6,,,0.000643,,
1991,292,"Gibraltar",01,"Imports",387.669,,,0.010638,,
1991,300,"Greece",02,"Exports",8673.28,,,0.246586,,
1991,300,"Greece",01,"Imports",21579.8,,,0.592158,,
1991,304,"Greenland",02,"Exports",341,,,0.009695,,
1991,304,"Greenland",01,"Imports",408,,,0.011196,,
1991,308,"Grenada",02,"Exports",21.963,,,0.000624,,
1991,308,"Grenada",01,"Imports",123.63,,,0.003392,,
1991,312,"Guadeloupe",02,"Exports",147,,,0.004179,,
1991,312,"Guadeloupe",01,"Imports",1649,,,0.045249,,
1991,316,"Guam",02,"Exports",72.557,,,0.002063,,
1991,316,"Guam",01,"Imports",470,,,0.012897,,
1991,320,"Guatemala",02,"Exports",1202.19,,,0.034179,,
1991,320,"Guatemala",01,"Imports",1851.25,,,0.050799,,
1991,324,"Guinea",02,"Exports",687.1,,,0.019535,,
1991,324,"Guinea",01,"Imports",735,,,0.020169,,
1991,624,"Guinea-Bissau",02,"Exports",20.44,,,0.000581,,
1991,624,"Guinea-Bissau",01,"Imports",75.904,,,0.002083,,
1991,328,"Guyana",02,"Exports",248.453,,,0.007064,,
1991,328,"Guyana",01,"Imports",306.544,,,0.008412,,
1991,332,"Haiti",02,"Exports",166.58,,,0.004736,,
1991,332,"Haiti",01,"Imports",400.09,,,0.010979,,
1991,340,"Honduras",02,"Exports",949.156,,,0.026985,,
1991,340,"Honduras",01,"Imports",985.456,,,0.027041,,
1991,348,"Hungary",02,"Exports",10185,"Estimated",,0.289565,"Estimated",
1991,348,"Hungary",01,"Imports",11370,"Estimated",,0.311997,"Estimated",
1991,352,"Iceland",02,"Exports",1548.87,,,0.044035,,
1991,352,"Iceland",01,"Imports",1759.56,,,0.048283,,
1991,356,"India",02,"Exports",17726.8,,,0.503983,,
1991,356,"India",01,"Imports",20447.8,,,0.561095,,
1991,360,"Indonesia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,360,"Indonesia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,960,"Indonesia (...2002)",02,"Exports",29543,,,0.839925,,
1991,960,"Indonesia (...2002)",01,"Imports",26012.7,,,0.713798,,
1991,364,"Iran (Islamic Republic of)",02,"Exports",18661,,,0.530543,,
1991,364,"Iran (Islamic Republic of)",01,"Imports",27927,,,0.766327,,
1991,368,"Iraq",02,"Exports",377,,,0.010718,,
1991,368,"Iraq",01,"Imports",423,,,0.011607,,
1991,372,"Ireland",02,"Exports",24215.3,,,0.688455,,
1991,372,"Ireland",01,"Imports",20749.8,,,0.569382,,
1991,376,"Israel",02,"Exports",11920.8,,,0.338915,,
1991,376,"Israel",01,"Imports",18658.1,,,0.511985,,
1991,380,"Italy",02,"Exports",169465,,,4.817988,,
1991,380,"Italy",01,"Imports",182679,,,5.01278,,
1991,388,"Jamaica",02,"Exports",1117.83,,,0.031781,,
1991,388,"Jamaica",01,"Imports",1736.37,,,0.047647,,
1991,392,"Japan",02,"Exports",314793,,,8.949747,,
1991,392,"Japan",01,"Imports",236999,,,6.503342,,
1991,400,"Jordan",02,"Exports",1129.63,,,0.032116,,
1991,400,"Jordan",01,"Imports",2507.84,,,0.068816,,
1991,398,"Kazakhstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,398,"Kazakhstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,404,"Kenya",02,"Exports",1107.82,,,0.031496,,
1991,404,"Kenya",01,"Imports",1935.28,,,0.053105,,
1991,296,"Kiribati",02,"Exports",5.997,,,0.00017,,
1991,296,"Kiribati",01,"Imports",25.883,,,0.00071,,
1991,414,"Kuwait",02,"Exports",1088,,,0.030932,,
1991,414,"Kuwait",01,"Imports",4761,,,0.130644,,
1991,417,"Kyrgyzstan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,417,"Kyrgyzstan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,418,"Lao People's Dem. Rep.",02,"Exports",96.6,,,0.002746,,
1991,418,"Lao People's Dem. Rep.",01,"Imports",170,,,0.004665,,
1991,428,"Latvia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,428,"Latvia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,422,"Lebanon",02,"Exports",539.1,,,0.015327,,
1991,422,"Lebanon",01,"Imports",3743.2,,,0.102715,,
1991,426,"Lesotho",02,"Exports",67.183,,,0.00191,,
1991,426,"Lesotho",01,"Imports",810.349,,,0.022236,,
1991,430,"Liberia",02,"Exports",311,"Estimated",,0.008842,"Estimated",
1991,430,"Liberia",01,"Imports",420,"Estimated",,0.011525,"Estimated",
1991,434,"Libya",02,"Exports",11211.712,,,0.318755,,
1991,434,"Libya",01,"Imports",5339.273,,,0.146512,,
1991,440,"Lithuania",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,440,"Lithuania",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,442,"Luxembourg",02,"Exports",6271.13,,,0.178292,,
1991,442,"Luxembourg",01,"Imports",8043.63,,,0.22072,,
1991,450,"Madagascar",02,"Exports",335,,,0.009524,,
1991,450,"Madagascar",01,"Imports",446,,,0.012238,,
1991,454,"Malawi",02,"Exports",469.238,,,0.013341,,
1991,454,"Malawi",01,"Imports",702.967,,,0.01929,,
1991,458,"Malaysia",02,"Exports",34350.264,,,0.976598,,
1991,458,"Malaysia",01,"Imports",36648.576,,,1.005651,,
1991,462,"Maldives",02,"Exports",76.2,,,0.002166,,
1991,462,"Maldives",01,"Imports",161.22,,,0.004424,,
1991,466,"Mali",02,"Exports",312.151,,,0.008875,,
1991,466,"Mali",01,"Imports",460.464,,,0.012635,,
1991,470,"Malta",02,"Exports",1251.76,,,0.035588,,
1991,470,"Malta",01,"Imports",2114.31,,,0.058017,,
1991,584,"Marshall Islands",02,"Exports",10.85,,,0.000308,,
1991,584,"Marshall Islands",01,"Imports",56.44,,,0.001549,,
1991,474,"Martinique",02,"Exports",216,,,0.006141,,
1991,474,"Martinique",01,"Imports",1700,,,0.046649,,
1991,478,"Mauritania",02,"Exports",439,,,0.012481,,
1991,478,"Mauritania",01,"Imports",425,,,0.011662,,
1991,480,"Mauritius",02,"Exports",1193.97,,,0.033945,,
1991,480,"Mauritius",01,"Imports",1558.29,,,0.04276,,
1991,484,"Mexico",02,"Exports",42687.7,,,1.213636,,
1991,484,"Mexico",01,"Imports",51724.66,,,1.419344,,
1991,583,"Micronesia (Federated States of)",02,"Exports",10.436,,,0.000297,,
1991,583,"Micronesia (Federated States of)",01,"Imports",88.63,,,0.002432,,
1991,496,"Mongolia",02,"Exports",348,,,0.009894,,
1991,496,"Mongolia",01,"Imports",360.9,,,0.009903,,
1991,499,"Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,499,"Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,500,"Montserrat",02,"Exports",2,,,5.7E-05,,
1991,500,"Montserrat",01,"Imports",39,,,0.00107,,
1991,504,"Morocco",02,"Exports",4284.41,,,0.121808,,
1991,504,"Morocco",01,"Imports",6873.38,,,0.188608,,
1991,508,"Mozambique",02,"Exports",162,,,0.004606,,
1991,508,"Mozambique",01,"Imports",899,,,0.024669,,
1991,104,"Myanmar",02,"Exports",419.248,,,0.011919,,
1991,104,"Myanmar",01,"Imports",645.946,,,0.017725,,
1991,516,"Namibia",02,"Exports",1213.55,,,0.034502,,
1991,516,"Namibia",01,"Imports",1148.73,,,0.031522,,
1991,520,"Nauru",02,"Exports",33,"Estimated",,0.000938,"Estimated",
1991,520,"Nauru",01,"Imports",21,"Estimated",,0.000576,"Estimated",
1991,524,"Nepal",02,"Exports",257,,,0.007307,,
1991,524,"Nepal",01,"Imports",737,,,0.020224,,
1991,528,"Netherlands (Kingdom of the)",02,"Exports",133631,,,3.799206,,
1991,528,"Netherlands (Kingdom of the)",01,"Imports",127213,,,3.490773,,
1991,530,"Netherlands Antilles",02,"Exports",1598.88,,,0.045457,,
1991,530,"Netherlands Antilles",01,"Imports",2138.55,,,0.058683,,
1991,540,"New Caledonia",02,"Exports",444,,,0.012623,,
1991,540,"New Caledonia",01,"Imports",863,,,0.023681,,
1991,554,"New Zealand",02,"Exports",9618.87,,,0.27347,,
1991,554,"New Zealand",01,"Imports",8380.57,,,0.229966,,
1991,558,"Nicaragua",02,"Exports",272.4,,,0.007744,,
1991,558,"Nicaragua",01,"Imports",751.378,,,0.020618,,
1991,562,"Niger",02,"Exports",307.068,,,0.00873,,
1991,562,"Niger",01,"Imports",355.309,,,0.00975,,
1991,566,"Nigeria",02,"Exports",12264.4,,,0.348684,,
1991,566,"Nigeria",01,"Imports",8986.1,,,0.246582,,
1991,570,"Niue",02,"Exports",0.046,,,1E-06,,
1991,570,"Niue",01,"Imports",3.395,,,9.3E-05,,
1991,807,"North Macedonia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,807,"North Macedonia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,578,"Norway",02,"Exports",34107.1,,,0.969685,,
1991,578,"Norway",01,"Imports",25572.4,,,0.701716,,
1991,512,"Oman",02,"Exports",4871,,,0.138485,,
1991,512,"Oman",01,"Imports",3327,,,0.091294,,
1991,586,"Pakistan",02,"Exports",6528.07,,,0.185597,,
1991,586,"Pakistan",01,"Imports",8438.77,,,0.231563,,
1991,591,"Panama",02,"Exports",358.448,,,0.010191,,
1991,591,"Panama",01,"Imports",1694.97,,,0.046511,,
1991,590,"Panama, excluding Canal Zone",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,590,"Panama, excluding Canal Zone",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,598,"Papua New Guinea",02,"Exports",1337.91,,,0.038038,,
1991,598,"Papua New Guinea",01,"Imports",1613.09,,,0.044264,,
1991,600,"Paraguay",02,"Exports",737.1,,,0.020956,,
1991,600,"Paraguay",01,"Imports",1460.31,,,0.040071,,
1991,604,"Peru",02,"Exports",3393.144,,,0.096469,,
1991,604,"Peru",01,"Imports",2813.357,,,0.0772,,
1991,608,"Philippines",02,"Exports",8801.06,,,0.250219,,
1991,608,"Philippines",01,"Imports",12861.5,,,0.352924,,
1991,616,"Poland",02,"Exports",13800,"Estimated",,0.392342,"Estimated",
1991,616,"Poland",01,"Imports",18390,"Estimated",,0.504629,"Estimated",
1991,620,"Portugal",02,"Exports",16328.9,,,0.46424,,
1991,620,"Portugal",01,"Imports",26420.7,,,0.724994,,
1991,634,"Qatar",02,"Exports",3209.806,,,0.091257,,
1991,634,"Qatar",01,"Imports",1720,,,0.047197,,
1991,410,"Republic of Korea",02,"Exports",71870.1,,,2.043308,,
1991,410,"Republic of Korea",01,"Imports",81524.9,,,2.237074,,
1991,498,"Republic of Moldova",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,498,"Republic of Moldova",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,638,"Reunion",02,"Exports",150,,,0.004265,,
1991,638,"Reunion",01,"Imports",2133,,,0.05853,,
1991,642,"Romania",02,"Exports",4400,"Estimated",,0.125095,"Estimated",
1991,642,"Romania",01,"Imports",5793.4,,,0.158973,,
1991,643,"Russian Federation",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,643,"Russian Federation",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,646,"Rwanda",02,"Exports",92.94,,,0.002642,,
1991,646,"Rwanda",01,"Imports",305.997,,,0.008397,,
1991,654,"Saint Helena",02,"Exports",7.67,"Estimated",,0.000218,"Estimated",
1991,654,"Saint Helena",01,"Imports",13.92,"Estimated",,0.000382,"Estimated",
1991,659,"Saint Kitts and Nevis",02,"Exports",27,,,0.000768,,
1991,659,"Saint Kitts and Nevis",01,"Imports",110,,,0.003018,,
1991,662,"Saint Lucia",02,"Exports",118.963,,,0.003382,,
1991,662,"Saint Lucia",01,"Imports",295,,,0.008095,,
1991,666,"Saint Pierre and Miquelon",02,"Exports",30.131,,,0.000857,,
1991,666,"Saint Pierre and Miquelon",01,"Imports",81.175,,,0.002227,,
1991,670,"Saint Vincent and the Grenadines",02,"Exports",67.11,,,0.001908,,
1991,670,"Saint Vincent and the Grenadines",01,"Imports",139.68,,,0.003833,,
1991,882,"Samoa",02,"Exports",6.463,,,0.000184,,
1991,882,"Samoa",01,"Imports",93.966,,,0.002578,,
1991,678,"Sao Tome and Principe",02,"Exports",6.013,,,0.000171,,
1991,678,"Sao Tome and Principe",01,"Imports",30.604,,,0.00084,,
1991,682,"Saudi Arabia",02,"Exports",47797,,,1.358896,,
1991,682,"Saudi Arabia",01,"Imports",29079,,,0.797939,,
1991,686,"Senegal",02,"Exports",700.834,,,0.019925,,
1991,686,"Senegal",01,"Imports",1173.1,,,0.03219,,
1991,688,"Serbia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,688,"Serbia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,891,"Serbia and Montenegro",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,891,"Serbia and Montenegro",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,690,"Seychelles",02,"Exports",48.998,,,0.001393,,
1991,690,"Seychelles",01,"Imports",172.519,,,0.004734,,
1991,694,"Sierra Leone",02,"Exports",145.053,,,0.004124,,
1991,694,"Sierra Leone",01,"Imports",163.041,,,0.004474,,
1991,702,"Singapore",02,"Exports",58966,,,1.676437,,
1991,702,"Singapore",01,"Imports",66292.6,,,1.819094,,
1991,534,"Sint Maarten (Dutch part)",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,534,"Sint Maarten (Dutch part)",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,703,"Slovakia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,703,"Slovakia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,705,"Slovenia",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,705,"Slovenia",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,090,"Solomon Islands",02,"Exports",83.95,,,0.002387,,
1991,090,"Solomon Islands",01,"Imports",112.326,,,0.003082,,
1991,706,"Somalia",02,"Exports",98.33,,,0.002796,,
1991,706,"Somalia",01,"Imports",161.126,,,0.004421,,
1991,710,"South Africa",02,"Exports",23279,,,0.661835,,
1991,710,"South Africa",01,"Imports",18829,,,0.516675,,
1991,728,"South Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,728,"South Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,724,"Spain",02,"Exports",58621,,,1.666629,,
1991,724,"Spain",01,"Imports",92965.4,,,2.551006,,
1991,144,"Sri Lanka",02,"Exports",1986.66,,,0.056482,,
1991,144,"Sri Lanka",01,"Imports",3054.1,,,0.083806,,
1991,729,"Sudan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,729,"Sudan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,736,"Sudan (...2011)",02,"Exports",305,,,0.008671,,
1991,736,"Sudan (...2011)",01,"Imports",890.3,,,0.02443,,
1991,740,"Suriname",02,"Exports",359.104,,,0.01021,,
1991,740,"Suriname",01,"Imports",509,,,0.013967,,
1991,752,"Sweden",02,"Exports",55216.6,,,1.56984,,
1991,752,"Sweden",01,"Imports",49990.4,,,1.371755,,
1991,756,"Switzerland",02,"Exports",61517,,,1.748964,,
1991,756,"Switzerland",01,"Imports",66485,,,1.824373,,
1991,760,"Syrian Arab Republic",02,"Exports",3429.84,,,0.097512,,
1991,760,"Syrian Arab Republic",01,"Imports",2767.93,,,0.075953,,
1991,762,"Tajikistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,762,"Tajikistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,764,"Thailand",02,"Exports",28428.2,,,0.80823,,
1991,764,"Thailand",01,"Imports",37568.7,,,1.030899,,
1991,626,"Timor-Leste",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,626,"Timor-Leste",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,768,"Togo",02,"Exports",253.213,,,0.007199,,
1991,768,"Togo",01,"Imports",443.874,,,0.01218,,
1991,776,"Tonga",02,"Exports",13.396,,,0.000381,,
1991,776,"Tonga",01,"Imports",59.239,,,0.001626,,
1991,780,"Trinidad and Tobago",02,"Exports",1985.04,,,0.056436,,
1991,780,"Trinidad and Tobago",01,"Imports",1667.01,,,0.045743,,
1991,788,"Tunisia",02,"Exports",3699.36,,,0.105175,,
1991,788,"Tunisia",01,"Imports",5189.41,,,0.142399,,
1991,792,"Turkiye",02,"Exports",13594.5,,,0.386499,,
1991,792,"Turkiye",01,"Imports",21046.8,,,0.577532,,
1991,795,"Turkmenistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,795,"Turkmenistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,798,"Tuvalu",02,"Exports",0.176,,,5E-06,,
1991,798,"Tuvalu",01,"Imports",4.395,,,0.000121,,
1991,800,"Uganda",02,"Exports",200,,,0.005686,,
1991,800,"Uganda",01,"Imports",196,,,0.005378,,
1991,804,"Ukraine",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,804,"Ukraine",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,810,"Union of Soviet Socialist Republics",02,"Exports",46274,,,1.315597,,
1991,810,"Union of Soviet Socialist Republics",01,"Imports",43458,,,1.192504,,
1991,784,"United Arab Emirates",02,"Exports",24436,,,0.69473,,
1991,784,"United Arab Emirates",01,"Imports",13746,,,0.377195,,
1991,826,"United Kingdom",02,"Exports",185295,,,5.268044,,
1991,826,"United Kingdom",01,"Imports",210033,,,5.763384,,
1991,834,"United Republic of Tanzania",02,"Exports",342.364,,,0.009734,,
1991,834,"United Republic of Tanzania",01,"Imports",1546.46,,,0.042435,,
1991,840,"United States",02,"Exports",421730,,,11.990027,,
1991,840,"United States",01,"Imports",508363,,,13.949672,,
1991,858,"Uruguay",02,"Exports",1604.7,,,0.045623,,
1991,858,"Uruguay",01,"Imports",1636.5,,,0.044906,,
1991,860,"Uzbekistan",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,860,"Uzbekistan",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,548,"Vanuatu",02,"Exports",18.21,,,0.000518,,
1991,548,"Vanuatu",01,"Imports",83,,,0.002278,,
1991,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",15155,,,0.430865,,
1991,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",11147,,,0.305878,,
1991,704,"Viet Nam",02,"Exports",2087.1,,,0.059337,,
1991,704,"Viet Nam",01,"Imports",2338.1,,,0.064158,,
1991,887,"Yemen",02,"Exports",659.293,,,0.018744,,
1991,887,"Yemen",01,"Imports",2024.5,,,0.055553,,
1991,886,"Yemen, Arab Republic",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,886,"Yemen, Arab Republic",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,720,"Yemen, Democratic",02,"Exports",,,"Not applicable",,,"Not applicable"
1991,720,"Yemen, Democratic",01,"Imports",,,"Not applicable",,,"Not applicable"
1991,890,"Yugoslavia, Soc. Fed. Rep. of",02,"Exports",13953,,,0.396692,,
1991,890,"Yugoslavia, Soc. Fed. Rep. of",01,"Imports",14738,,,0.404416,,
1991,894,"Zambia",02,"Exports",1083,,,0.03079,,
1991,894,"Zambia",01,"Imports",947.669,,,0.026004,,
1991,716,"Zimbabwe",02,"Exports",1517.04,,,0.04313,,
1991,716,"Zimbabwe",01,"Imports",2041.1,,,0.056009,,
1991,5600,"Asia and Oceania",02,"Exports",1022404.318,,,29.067545,,
1991,5600,"Asia and Oceania",01,"Imports",968958.728,,,26.588592,,
1991,5702,"Northern America and Europe",02,"Exports",2250584.316,,,63.985411,,
1991,5702,"Northern America and Europe",01,"Imports",2433983.008,,,66.789408,,
1991,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",2302056.786,,,65.448803,,
1991,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",2484011.378,,,68.162206,,
1991,5703,"Central and Southern Asia",02,"Exports",47176.765,,,1.341263,,
1991,5703,"Central and Southern Asia",01,"Imports",64703.891,,,1.775499,,
1991,5704,"Eastern and South-Eastern Asia",02,"Exports",803280.572,,,22.83773,,
1991,5704,"Eastern and South-Eastern Asia",01,"Imports",738214.922,,,20.256895,,
1991,5705,"Western Asia and Northern Africa",02,"Exports",153126.742,,,4.353482,,
1991,5705,"Western Asia and Northern Africa",01,"Imports",144464.023,,,3.964147,,
1991,1400,"Developing economies",02,"Exports",815734.689,,,23.191808,,
1991,1400,"Developing economies",01,"Imports",820450.985,,,22.513483,,
1991,1410,"Developing economies: Africa",02,"Exports",99475.678,,,2.828151,,
1991,1410,"Developing economies: Africa",01,"Imports",94640.736,,,2.596977,,
1991,1420,"Developing economies: Americas",02,"Exports",144875.475,,,4.118893,,
1991,1420,"Developing economies: Americas",01,"Imports",146682.491,,,4.025023,,
1991,1460,"Developing economies: Asia and Oceania",02,"Exports",571383.537,,,16.244764,,
1991,1460,"Developing economies: Asia and Oceania",01,"Imports",579127.758,,,15.891483,,
1991,1430,"Developing economies: Asia",02,"Exports",568436.285,,,16.160972,,
1991,1430,"Developing economies: Asia",01,"Imports",573656.073,,,15.741338,,
1991,1450,"Developing economies: Oceania",02,"Exports",2947.252,,,0.083792,,
1991,1450,"Developing economies: Oceania",01,"Imports",5471.685,,,0.150145,,
1991,1500,"Developed economies",02,"Exports",2701605.096,,,76.808192,,
1991,1500,"Developed economies",01,"Imports",2823813.978,,,77.486517,,
1991,1520,"Developed economies: Americas",02,"Exports",549312.875,,,15.617282,,
1991,1520,"Developed economies: Americas",01,"Imports",634144.175,,,17.401154,,
1991,1560,"Developed economies: Asia and Oceania",02,"Exports",451020.781,,,12.822781,,
1991,1560,"Developed economies: Asia and Oceania",01,"Imports",389830.97,,,10.697108,,
1991,1530,"Developed economies: Asia",02,"Exports",399548.311,,,11.359389,,
1991,1530,"Developed economies: Asia",01,"Imports",339802.6,,,9.324311,,
1991,1550,"Developed economies: Oceania",02,"Exports",51472.47,,,1.463392,,
1991,1550,"Developed economies: Oceania",01,"Imports",50028.37,,,1.372797,,
1991,1540,"Developed economies: Europe",02,"Exports",1701271.44,,,48.368129,,
1991,1540,"Developed economies: Europe",01,"Imports",1799838.833,,,49.388254,,
