Period,Period Label,Economy,Economy Label,Annual average growth rate,Annual average growth rate Footnote,Annual average growth rate Missing value,Annual average growth rate per capita,Annual average growth rate per capita Footnote,Annual average growth rate per capita Missing value
19871988,"1988",384,"Cote d'Ivoire",1.10724,,,-2.6923,,
19871988,"1988",191,"Croatia",,,"Not applicable",,,"Not applicable"
19871988,"1988",192,"Cuba",3.70554,,,2.73889,,
19871988,"1988",531,"Curacao",,,"Not applicable",,,"Not applicable"
19871988,"1988",196,"Cyprus",8.26396,,,,,"No value reported or collected"
19871988,"1988",203,"Czechia",,,"Not applicable",,,"Not applicable"
19871988,"1988",200,"Czechoslovakia",2.5574,,,2.3869,,
19871988,"1988",408,"Dem. People's Rep. of Korea",1.4,,,-0.07219,,
19871988,"1988",180,"Dem. Rep. of the Congo",0.47038,,,-2.69675,,
19871988,"1988",208,"Denmark",-0.0136,,,-0.06249,,
19871988,"1988",262,"Djibouti",1.19911,,,-5.09269,,
19871988,"1988",212,"Dominica",7.8173,,,8.45099,,
19871988,"1988",214,"Dominican Republic",2.15596,,,0.02188,,
19871988,"1988",218,"Ecuador",5.89047,,,3.44156,,
19871988,"1988",818,"Egypt",5.30072,,,2.41337,,
19871988,"1988",222,"El Salvador",1.61603,,,-0.40603,,
19871988,"1988",226,"Equatorial Guinea",2.65526,,,-1.34423,,
19871988,"1988",232,"Eritrea",,,"Not applicable",,,"Not applicable"
19871988,"1988",233,"Estonia",,,"Not applicable",,,"Not applicable"
19871988,"1988",748,"Eswatini",7.57106,,,2.73089,,
19871988,"1988",231,"Ethiopia",,,"Not applicable",,,"Not applicable"
19871988,"1988",230,"Ethiopia (...1991)",2.20778,,,-1.65169,,
19871988,"1988",280,"Federal Republic of Germany",3.70724,,,3.27901,,
19871988,"1988",242,"Fiji",1.75764,,,0.66361,,
19871988,"1988",246,"Finland",5.21715,,,4.91147,,
19871988,"1988",250,"France",4.74314,,,4.16056,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
19871988,"1988",258,"French Polynesia",-1.21708,,,-3.61792,,
19871988,"1988",266,"Gabon",12.84538,,,9.74965,,
19871988,"1988",270,"Gambia",5.08885,,,0.85685,,
19871988,"1988",268,"Georgia",,,"Not applicable",,,"Not applicable"
19871988,"1988",276,"Germany",,,"Not applicable",,,"Not applicable"
19871988,"1988",288,"Ghana",5.62817,,,3.12064,,
19871988,"1988",300,"Greece",4.28786,,,3.85263,,
19871988,"1988",304,"Greenland",5.60361,,,4.57455,,
19871988,"1988",308,"Grenada",3.42821,,,2.60548,,
19871988,"1988",320,"Guatemala",3.89239,,,1.0234,,
19871988,"1988",324,"Guinea",6.30812,,,3.56332,,
19871988,"1988",624,"Guinea-Bissau",6.90003,,,5.17533,,
19871988,"1988",328,"Guyana",-3.69353,,,-3.1285,,
19871988,"1988",332,"Haiti",7.62291,,,5.44658,,
19871988,"1988",340,"Honduras",4.60985,,,1.70406,,
19871988,"1988",348,"Hungary",-0.06526,,,0.26567,,
19871988,"1988",352,"Iceland",-0.08973,,,-1.63843,,
19871988,"1988",356,"India",9.62778,,,7.18812,,
19871988,"1988",360,"Indonesia",,,"Not applicable",,,"Not applicable"
19871988,"1988",960,"Indonesia (...2002)",5.77985,,,3.78073,,
19871988,"1988",364,"Iran (Islamic Republic of)",-6.082,,,-9.06499,,
19871988,"1988",368,"Iraq",3.05235,,,0.68905,,
19871988,"1988",372,"Ireland",5.21741,,,5.67367,,
19871988,"1988",376,"Israel",2.91002,,,1.22681,,
19871988,"1988",380,"Italy",4.19438,,,4.12698,,
19871988,"1988",388,"Jamaica",2.88523,,,2.18505,,
19871988,"1988",392,"Japan",6.78502,,,6.31999,,
19871988,"1988",400,"Jordan",1.46217,,,-3.15823,,
19871988,"1988",398,"Kazakhstan",,,"Not applicable",,,"Not applicable"
19871988,"1988",404,"Kenya",6.19758,,,2.51718,,
19871988,"1988",296,"Kiribati",8.14649,,,5.58163,,
19871988,"1988",412,"Kosovo",,,"Not applicable",,,"Not applicable"
19871988,"1988",414,"Kuwait",-10.05262,,,-13.49565,,
19871988,"1988",417,"Kyrgyzstan",,,"Not applicable",,,"Not applicable"
19871988,"1988",418,"Lao People's Dem. Rep.",-2.0102,,,-4.77692,,
19871988,"1988",428,"Latvia",,,"Not applicable",,,"Not applicable"
19871988,"1988",422,"Lebanon",-28.20889,,,-29.64473,,
19871988,"1988",426,"Lesotho",10.59771,,,8.28061,,
19871988,"1988",430,"Liberia",2.82759,,,-0.10192,,
19871988,"1988",434,"Libya",7.57902,,,4.83695,,
19871988,"1988",438,"Liechtenstein",5.6338,,,4.17396,,
19871988,"1988",440,"Lithuania",,,"Not applicable",,,"Not applicable"
19871988,"1988",442,"Luxembourg",8.46328,,,7.59478,,
19871988,"1988",450,"Madagascar",3.40342,,,0.47332,,
19871988,"1988",454,"Malawi",3.28849,,,-2.14055,,
19871988,"1988",458,"Malaysia",8.79845,,,5.43105,,
19871988,"1988",462,"Maldives",8.722,,,5.14355,,
19871988,"1988",466,"Mali",0.24971,,,-1.48466,,
19871988,"1988",470,"Malta",8.41424,,,7.47063,,
19871988,"1988",584,"Marshall Islands",7.78899,,,3.98641,,
19871988,"1988",478,"Mauritania",1.21837,,,-1.66379,,
19871988,"1988",480,"Mauritius",6.77384,,,5.52077,,
19871988,"1988",484,"Mexico",1.24544,,,-0.73497,,
19871988,"1988",583,"Micronesia (Federated States of)",5.90268,,,3.44536,,
19871988,"1988",492,"Monaco",4.74314,,,3.56491,,
19871988,"1988",496,"Mongolia",5.10489,,,2.39557,,
19871988,"1988",499,"Montenegro",,,"Not applicable",,,"Not applicable"
19871988,"1988",500,"Montserrat",9.18121,,,9.67446,,
19871988,"1988",504,"Morocco",10.54122,,,8.44271,,
19871988,"1988",508,"Mozambique",5.78938,,,5.97133,,
19871988,"1988",104,"Myanmar",-11.35244,,,-12.79771,,
19871988,"1988",516,"Namibia",0.81315,,,-2.67095,,
19871988,"1988",520,"Nauru",-2.81675,,,-5.13897,,
19871988,"1988",524,"Nepal",7.69883,,,5.45597,,
19871988,"1988",528,"Netherlands (Kingdom of the)",3.44122,,,2.7367,,
19871988,"1988",530,"Netherlands Antilles",1.5,,,0.62834,,
19871988,"1988",540,"New Caledonia",34.6,,,32.32181,,
19871988,"1988",554,"New Zealand",2.00571,,,1.4956,,
19871988,"1988",558,"Nicaragua",-12.44992,,,-14.43696,,
19871988,"1988",562,"Niger",6.09717,,,2.93079,,
19871988,"1988",566,"Nigeria",7.33403,,,4.50152,,
19871988,"1988",807,"North Macedonia",,,"Not applicable",,,"Not applicable"
19871988,"1988",578,"Norway",-0.25513,,,-0.79173,,
19871988,"1988",512,"Oman",5.24512,,,-0.55666,,
19871988,"1988",582,"Pacific Islands, Trust Territory",,,"Not applicable",,,"Not applicable"
19871988,"1988",586,"Pakistan",7.62528,,,4.0676,,
19871988,"1988",585,"Palau",5.43651,,,3.19747,,
19871988,"1988",591,"Panama",-10.13893,,,-12.08209,,
19871988,"1988",590,"Panama, excluding Canal Zone",,,"Not applicable",,,"Not applicable"
19871988,"1988",598,"Papua New Guinea",2.91347,,,0.71382,,
19871988,"1988",600,"Paraguay",6.35804,,,3.41671,,
19871988,"1988",604,"Peru",-9.44127,,,-11.47304,,
19871988,"1988",608,"Philippines",6.69693,,,3.87219,,
19871988,"1988",616,"Poland",4.13275,,,3.71378,,
19871988,"1988",620,"Portugal",7.48911,,,7.46121,,
19871988,"1988",630,"Puerto Rico",6.5206,,,5.66686,,
19871988,"1988",634,"Qatar",5.90445,,,2.23262,,
19871988,"1988",410,"Republic of Korea",11.98772,,,10.41998,,
19871988,"1988",498,"Republic of Moldova",,,"Not applicable",,,"Not applicable"
19871988,"1988",642,"Romania",-0.4971,,,-0.80167,,
19871988,"1988",643,"Russian Federation",,,"Not applicable",,,"Not applicable"
19871988,"1988",646,"Rwanda",0.03851,,,-3.09955,,
19871988,"1988",659,"Saint Kitts and Nevis",9.22537,,,9.98614,,
19871988,"1988",662,"Saint Lucia",14.25039,,,12.7499,,
19871988,"1988",670,"Saint Vincent and the Grenadines",14.07421,,,13.39693,,
19871988,"1988",882,"Samoa",-1.4423,,,-1.84333,,
19871988,"1988",674,"San Marino",4.19438,,,3.47825,,
19871988,"1988",678,"Sao Tome and Principe",1.99873,,,-0.63543,,
19871988,"1988",682,"Saudi Arabia",13.10931,,,7.24813,,
19871988,"1988",686,"Senegal",5.05679,,,2.05786,,
19871988,"1988",688,"Serbia",,,"Not applicable",,,"Not applicable"
19871988,"1988",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable"
19871988,"1988",690,"Seychelles",5.32492,,,4.05302,,
19871988,"1988",694,"Sierra Leone",2.46542,,,-0.26382,,
19871988,"1988",702,"Singapore",11.26359,,,8.63025,,
19871988,"1988",534,"Sint Maarten (Dutch part)",,,"Not applicable",,,"Not applicable"
19871988,"1988",703,"Slovakia",,,"Not applicable",,,"Not applicable"
19871988,"1988",705,"Slovenia",,,"Not applicable",,,"Not applicable"
19871988,"1988",090,"Solomon Islands",5.37109,,,2.03628,,
19871988,"1988",706,"Somalia",3.41525,,,3.31437,,
19871988,"1988",710,"South Africa",4.20004,,,1.07393,,
19871988,"1988",728,"South Sudan",,,"Not applicable",,,"Not applicable"
19871988,"1988",724,"Spain",5.09432,,,4.82384,,
19871988,"1988",144,"Sri Lanka",2.77905,,,1.74321,,
19871988,"1988",275,"State of Palestine",-1.38675,,,-6.40119,,
19871988,"1988",729,"Sudan",,,"Not applicable",,,"Not applicable"
19871988,"1988",736,"Sudan (...2011)",8.93139,,,7.59351,,
19871988,"1988",740,"Suriname",8.6625,,,7.22638,,
19871988,"1988",752,"Sweden",2.55904,,,2.08858,,
19871988,"1988",756,"Switzerland",3.2776,,,2.52002,,
19871988,"1988",760,"Syrian Arab Republic",13.26627,,,9.48497,,
19871988,"1988",762,"Tajikistan",,,"Not applicable",,,"Not applicable"
19871988,"1988",835,"Tanganyika",4.06003,,,,,"No value reported or collected"
19871988,"1988",764,"Thailand",13.28811,,,11.3729,,
19871988,"1988",626,"Timor-Leste",,,"Not applicable",,,"Not applicable"
19871988,"1988",768,"Togo",10.12413,,,6.84548,,
19871988,"1988",776,"Tonga",-1.88187,,,-2.46977,,
19871988,"1988",780,"Trinidad and Tobago",-3.92063,,,-4.913,,
19871988,"1988",788,"Tunisia",1.6217,,,-0.72886,,
19871988,"1988",792,"Turkiye",2.12035,,,0.10112,,
19871988,"1988",795,"Turkmenistan",,,"Not applicable",,,"Not applicable"
19871988,"1988",796,"Turks and Caicos Islands",10.71833,,,6.46428,,
19871988,"1988",798,"Tuvalu",19.307,,,17.24805,,
19871988,"1988",800,"Uganda",7.81233,,,4.43265,,
19871988,"1988",804,"Ukraine",,,"Not applicable",,,"Not applicable"
19871988,"1988",810,"Union of Soviet Socialist Republics",5.20347,,,4.13397,,
19871988,"1988",784,"United Arab Emirates",-2.39825,,,-8.63952,,
19871988,"1988",826,"United Kingdom",5.73241,,,5.47187,,
19871988,"1988",834,"United Republic of Tanzania",4.06003,,,0.95412,,
19871988,"1988",840,"United States",4.17706,,,3.24098,,
19871988,"1988",841,"United States of America including Puerto Rico",4.19284,,,,,"No value reported or collected"
19871988,"1988",858,"Uruguay",-0.0087,,,-0.59748,,
19871988,"1988",860,"Uzbekistan",,,"Not applicable",,,"Not applicable"
19871988,"1988",548,"Vanuatu",0.56539,,,-1.98454,,
19871988,"1988",862,"Venezuela (Bolivarian Rep. of)",5.82203,,,3.15247,,
19871988,"1988",704,"Viet Nam",5.10002,,,2.99515,,
19871988,"1988",887,"Yemen",,,"Not applicable",,,"Not applicable"
19871988,"1988",886,"Yemen, Arab Republic",4.61016,,,,,"No value reported or collected"
19871988,"1988",720,"Yemen, Democratic",4.46101,,,0.48233,,
19871988,"1988",890,"Yugoslavia, Soc. Fed. Rep. of",-1.8,,,-2.1976,,
19871988,"1988",894,"Zambia",1.94667,,,-0.81402,,
19871988,"1988",716,"Zimbabwe",7.55323,,,4.20366,,
19871988,"1988",0002,"Special economies",,,"Not applicable",,,"Not applicable"
19871988,"1988",251,"France including French Guiana, Guadeloupe, Martinique, Mayotte, Monaco and Reunion",4.74314,,,4.11762,,
19871988,"1988",579,"Norway including Svalbard and Jan Mayen Islands",-0.25513,,,-0.79173,,
19871988,"1988",757,"Switzerland including Liechtenstein",3.29398,,,2.53344,,
19871988,"1988",926,"United Kingdom including Channel Islands and Isle of Man",5.73241,,,5.46833,,
19871988,"1988",842,"United States of America including Puerto Rico and United States Virgin Islands",4.19284,,,3.2583,,
19871988,"1988",5600,"Asia and Oceania",6.79866,,,4.69596,,
19871988,"1988",5702,"Northern America and Europe",4.19619,,,3.49446,,
19871988,"1988",5706,"Europe, Northern America, Australia and New Zealand",4.18043,,,3.46391,,
19871988,"1988",5703,"Central and Southern Asia",5.01476,,,2.56482,,
19871988,"1988",5704,"Eastern and South-Eastern Asia",8.02069,,,6.20501,,
19871988,"1988",5705,"Western Asia and Northern Africa",3.79262,,,1.14046,,
19871988,"1988",1400,"Developing economies",4.32703,,,2.08581,,
19871988,"1988",1410,"Developing economies: Africa",4.69276,,,1.8082,,
19871988,"1988",1420,"Developing economies: Americas",0.94032,,,-1.0069,,
19871988,"1988",1460,"Developing economies: Asia and Oceania",7.02948,,,4.84326,,
19871988,"1988",1430,"Developing economies: Asia",7.03128,,,4.84497,,
19871988,"1988",1450,"Developing economies: Oceania",6.72432,,,4.59334,,
19871988,"1988",1500,"Developed economies",4.57456,,,3.85166,,
19871988,"1988",1520,"Developed economies: Americas",4.19561,,,3.20449,,
19871988,"1988",1560,"Developed economies: Asia and Oceania",6.6144,,,5.77184,,
19871988,"1988",1530,"Developed economies: Asia",7.15004,,,6.38563,,
19871988,"1988",1550,"Developed economies: Oceania",3.6208,,,2.11977,,
19871988,"1988",1540,"Developed economies: Europe",4.19666,,,3.5967,,
19871988,"1988",1600,"Developing economies excluding China",3.3136,,,0.90863,,
19871988,"1988",1601,"Developing economies excluding LDCs",4.36927,,,2.18031,,
19871988,"1988",1610,"LDCs (Least developed countries)",3.3232,,,0.68805,,
19871988,"1988",1614,"LDCs: Africa",4.25937,,,1.38956,,
19871988,"1988",1612,"LDCs: Asia",1.20826,,,-1.47098,,
19871988,"1988",1615,"LDCs: Islands and Haiti",7.03963,,,4.77306,,
19871988,"1988",1620,"LLDCs (Landlocked developing countries)",3.52563,,,0.47651,,
19871988,"1988",1640,"SIDS (Small island developing States) (UN-OHRLLS)",5.952,,,4.36027,,
19871988,"1988",1641,"SIDS: Atlantic and Indian Ocean",4.22523,,,2.4523,,
19871988,"1988",1642,"SIDS: Caribbean",4.42724,,,3.04416,,
19871988,"1988",1643,"SIDS: Pacific",10.06962,,,7.73788,,
19871988,"1988",2623,"Low-income developing economies",4.59052,,,1.77298,,
19871988,"1988",2622,"Middle-income developing economies",5.80265,,,3.35857,,
19871988,"1988",2621,"High-income developing economies",3.69016,,,1.78765,,
19871988,"1988",2711,"BRICS",5.67448,,,3.73638,,
19871988,"1988",3412,"European Union (2020 …)",4.00692,,,3.68907,,
19871988,"1988",3916,"G20 (Group of Twenty)",4.91534,,,3.19201,,
19871988,"1988",3919,"G-77 (Group of 77)",4.55072,,,2.28804,,
19871988,"1988",3905,"OECD (Organisation for Economic Cooperation and Development)",4.49587,,,3.6272,,
19881989,"1989",0000,"World",3.6661,,,1.83511,,
19881989,"1989",5100,"Africa",3.213,,,0.41578,,
19881989,"1989",5110,"Northern Africa",4.18252,,,1.87476,,
19881989,"1989",5120,"Sub-Saharan Africa",2.71924,,,-0.21694,,
19881989,"1989",5121,"Eastern Africa",3.91291,,,0.91155,,
19881989,"1989",5122,"Middle Africa",0.56609,,,-2.55119,,
19881989,"1989",5123,"Southern Africa",3.12854,,,0.05416,,
19881989,"1989",5124,"Western Africa",2.86036,,,0.07935,,
19881989,"1989",5200,"Americas",3.03559,,,1.45328,,
19881989,"1989",5210,"Northern America",3.55686,,,2.54388,,
19881989,"1989",5220,"Latin America and the Caribbean",1.05606,,,-0.85807,,
19881989,"1989",5221,"Caribbean",3.53563,,,2.11487,,
19881989,"1989",5222,"Central America",4.09217,,,1.95343,,
19881989,"1989",5223,"South America",-0.34797,,,-2.23362,,
19881989,"1989",5300,"Asia",4.75556,,,2.72199,,
19881989,"1989",5330,"Eastern Asia",4.92411,,,3.33812,,
19881989,"1989",5350,"South-eastern Asia",8.89697,,,6.70507,,
19881989,"1989",5320,"Southern Asia",5.36219,,,2.92497,,
19881989,"1989",5340,"Western Asia",0.66904,,,-2.22147,,
19881989,"1989",5400,"Europe",3.75406,,,3.18997,,
19881989,"1989",5410,"Eastern Europe",4.30029,,,3.59582,,
19881989,"1989",5420,"Northern Europe",2.5404,,,2.24712,,
19881989,"1989",5430,"Southern Europe",3.84974,,,3.63994,,
19881989,"1989",5440,"Western Europe",4.11888,,,3.43418,,
19881989,"1989",5500,"Oceania",3.17613,,,1.54536,,
19881989,"1989",0001,"Individual economies",,,"Not applicable",,,"Not applicable"
19881989,"1989",004,"Afghanistan",-7.05882,,,-9.80454,,
19881989,"1989",008,"Albania",9.8406,,,8.24186,,
19881989,"1989",012,"Algeria",4.4,,,1.67998,,
19881989,"1989",020,"Andorra",4.82703,,,2.33371,,
19881989,"1989",024,"Angola",0.38747,,,-2.98247,,
19881989,"1989",660,"Anguilla",8.50157,,,4.37074,,
19881989,"1989",028,"Antigua and Barbuda",5.2522,,,5.74751,,
19881989,"1989",032,"Argentina",-7.01056,,,-8.4237,,
19881989,"1989",051,"Armenia",,,"Not applicable",,,"Not applicable"
19881989,"1989",533,"Aruba",12.12984,,,11.79906,,
19881989,"1989",036,"Australia",3.57912,,,1.88899,,
19881989,"1989",040,"Austria",3.88707,,,3.40904,,
19881989,"1989",031,"Azerbaijan",,,"Not applicable",,,"Not applicable"
19881989,"1989",044,"Bahamas",6.72733,,,4.86575,,
19881989,"1989",048,"Bahrain",2.42248,,,-1.16057,,
19881989,"1989",050,"Bangladesh",2.51969,,,0.44202,,
19881989,"1989",052,"Barbados",3.60114,,,3.46226,,
19881989,"1989",112,"Belarus",,,"Not applicable",,,"Not applicable"
19881989,"1989",056,"Belgium",3.46917,,,3.26082,,
19881989,"1989",084,"Belize",18.87146,,,16.26515,,
19881989,"1989",204,"Benin",-0.70757,,,-3.69926,,
19881989,"1989",060,"Bermuda",0.12502,,,-0.62861,,
19881989,"1989",064,"Bhutan",7.59205,,,4.47825,,
19881989,"1989",068,"Bolivia (Plurinational State of)",3.79013,,,1.61588,,
19881989,"1989",070,"Bosnia and Herzegovina",,,"Not applicable",,,"Not applicable"
19881989,"1989",072,"Botswana",33.27283,,,29.62195,,
19881989,"1989",076,"Brazil",3.16,,,1.27526,,
19881989,"1989",092,"British Virgin Islands",8.63768,,,5.05937,,
19881989,"1989",096,"Brunei Darussalam",2.2074,,,-0.73895,,
19881989,"1989",100,"Bulgaria",-3.28988,,,-2.75598,,
19881989,"1989",854,"Burkina Faso",2.15451,,,-0.522,,
19881989,"1989",108,"Burundi",1.48338,,,-0.48963,,
19881989,"1989",132,"Cabo Verde",5.69893,,,4.12582,,
19881989,"1989",116,"Cambodia",-0.25876,,,-3.94553,,
19881989,"1989",120,"Cameroon",0.77405,,,-2.13647,,
19881989,"1989",124,"Canada",2.31698,,,0.67898,,
19881989,"1989",136,"Cayman Islands",8.83978,,,4.80106,,
19881989,"1989",140,"Central African Republic",2.47539,,,-0.10143,,
19881989,"1989",148,"Chad",1.82942,,,-1.56485,,
19881989,"1989",152,"Chile",10.56023,,,8.75663,,
19881989,"1989",156,"China",4.20702,,,2.4843,,
19881989,"1989",344,"China, Hong Kong SAR",2.27697,,,1.80302,,
19881989,"1989",446,"China, Macao SAR",5.02478,,,1.21108,,
19881989,"1989",158,"China, Taiwan Province of",8.72193,,,7.68226,,
19881989,"1989",170,"Colombia",3.4141,,,1.31252,,
19881989,"1989",174,"Comoros",-1.63667,,,-4.2294,,
19881989,"1989",178,"Congo",-0.07749,,,-2.92392,,
19881989,"1989",184,"Cook Islands",4.50042,,,3.40178,,
19881989,"1989",188,"Costa Rica",5.66577,,,3.03703,,
19881989,"1989",384,"Cote d'Ivoire",11.88986,,,7.64539,,
19881989,"1989",191,"Croatia",,,"Not applicable",,,"Not applicable"
19881989,"1989",192,"Cuba",0.68008,,,-0.28204,,
19881989,"1989",531,"Curacao",,,"Not applicable",,,"Not applicable"
19881989,"1989",196,"Cyprus",8.08778,,,,,"No value reported or collected"
19881989,"1989",203,"Czechia",,,"Not applicable",,,"Not applicable"
19881989,"1989",200,"Czechoslovakia",0.38579,,,0.25408,,
19881989,"1989",408,"Dem. People's Rep. of Korea",1.4,,,-0.06807,,
19881989,"1989",180,"Dem. Rep. of the Congo",-1.26605,,,-4.33799,,
19881989,"1989",208,"Denmark",0.64519,,,0.58489,,
19881989,"1989",262,"Djibouti",-2.6,,,-9.8269,,
19881989,"1989",212,"Dominica",-0.19163,,,0.45571,,
19881989,"1989",214,"Dominican Republic",4.40054,,,2.21539,,
19881989,"1989",218,"Ecuador",1.00578,,,-1.27279,,
19881989,"1989",818,"Egypt",5.8159,,,2.97422,,
19881989,"1989",222,"El Salvador",1.04962,,,-0.91734,,
19881989,"1989",226,"Equatorial Guinea",-1.22918,,,-4.93886,,
19881989,"1989",232,"Eritrea",,,"Not applicable",,,"Not applicable"
19881989,"1989",233,"Estonia",,,"Not applicable",,,"Not applicable"
19881989,"1989",748,"Eswatini",9.40799,,,4.44532,,
19881989,"1989",231,"Ethiopia",,,"Not applicable",,,"Not applicable"
19881989,"1989",230,"Ethiopia (...1991)",1.69123,,,-2.08528,,
19881989,"1989",280,"Federal Republic of Germany",3.89655,,,3.07982,,
19881989,"1989",242,"Fiji",6.77511,,,5.71283,,
19881989,"1989",246,"Finland",5.08714,,,4.70829,,
19881989,"1989",250,"France",4.34386,,,3.74887,"France includes data for Guadeloupe, Martinique, Reunion, French Guiana and Mayotte. Since population figures refer to metropolitan France, the denominator and numerator are mismatched for GDP per capita.",
19881989,"1989",258,"French Polynesia",4.33771,,,2.01204,,
19881989,"1989",266,"Gabon",8.54531,,,5.58337,,
19881989,"1989",270,"Gambia",3.5838,,,-0.63562,,
19881989,"1989",268,"Georgia",,,"Not applicable",,,"Not applicable"
19881989,"1989",276,"Germany",,,"Not applicable",,,"Not applicable"
19881989,"1989",288,"Ghana",5.08587,,,2.49322,,
19881989,"1989",300,"Greece",3.8,,,3.38317,,
19881989,"1989",304,"Greenland",6.65954,,,5.66078,,
19881989,"1989",308,"Grenada",6.07204,,,5.20203,,
19881989,"1989",320,"Guatemala",3.94258,,,1.05906,,
19881989,"1989",324,"Guinea",4.00348,,,1.33911,,
19881989,"1989",624,"Guinea-Bissau",4.49978,,,2.78378,,
